iter	Logloss
919	0.286094368
920	0.2860890994
921	0.2860651131
922	0.2860037992
923	0.2859734422
924	0.2857869828
925	0.2856642447
926	0.2856225801
927	0.2856002421
928	0.2855538985
929	0.2855079906
930	0.285246534
931	0.2849105892
932	0.2848494937
933	0.2847839329
934	0.284724382
935	0.2846348446
936	0.2843936516
937	0.2841706534
938	0.2839913555
939	0.2839584832
940	0.2838332384
941	0.2836741988
942	0.2836284947
943	0.2835652036
944	0.2834194003
945	0.2831765376
946	0.2830475745
947	0.2830006353
948	0.282901049
949	0.2828135439
950	0.2826202598
951	0.2823915738
952	0.2823294539
953	0.2822623162
954	0.2822462467
955	0.2820074136
956	0.2818803965
957	0.2816037376
958	0.2815908697
959	0.2814918048
960	0.2812245682
961	0.2811569709
962	0.2811136503
963	0.2809886982
964	0.2809499132
965	0.2808809367
966	0.2808108483
967	0.2805407111
968	0.2805030658
969	0.2804278762
970	0.2803752632
971	0.2803278794
972	0.2802039445
973	0.2799619053
974	0.279897424
975	0.2798344449
976	0.2796470789
977	0.2796252545
978	0.2793597679
979	0.2792990882
980	0.2792620092
981	0.2790590631
982	0.2788175527
983	0.2785970473
984	0.2783707072
985	0.2781982886
986	0.2781437544
987	0.2780759483
988	0.278060715
989	0.2778042834
990	0.2777635366
991	0.2776900622
992	0.2776367462
993	0.2776004921
994	0.2773829079
995	0.2773441341
996	0.2773198551
997	0.2772029532
998	0.277167046
999	0.2769284571
